Rolling Hills Estates	Burkina Faso	27/1/1995	61657	2	Common-Law	Public Relations	1	false	false	Mauris@velitin.ca	27, 23, 5, 17, 31	true	false	63-71	4	metal	rooster	sagittarius	SandyBrown, MediumSpringGreen, Olive	Beige	SONY KDL BRAVIA 40W3000	blond	amber	black	dog	true	9-14	true	false	100-499	44	Buick	rock, world, reggae, funk	linux	apple	turkcell	Swatch	Güngören	silah	true	true	false	true	true	male	not applicable	dont know	false	1	no	yes	walking, golf	8	0	2500-4999	0	true	true	true	false	false	false	false	false	false	true	5000-9999	none	true	true	5	45+
Utica	Finland	1/11/1989	30716	9	Common-Law	Public Relations	41	true	true	ac.mattis@sagittis.org	45, 7, 39, 27, 23	false	true	63-71	7	metal	pig	virgo	BurlyWood, LightBlue, Violet	DarkGrey	TOSHIBA REGZA 46LX177	chestnut	red-violet	olive	bird	true	1-3	true	true	16-49	73	Subaru 	reggae, jazz, r&b-soul	linux	samsung	turkcell	Diesel	Esenler	silah	false	true	true	true	false	female	not applicable	maybe	false	9	no	no		3	5000-9999	1000-2499	0	false	true	false	true	true	true	false	false	false	false	500-999	global	true	true	7	5-15
Kalispell	Brunei Darussalam	16/9/1976	06826	5	Divorced	Quality Assurance	53	false	false	mattis.semper@loremfringilla.ca	3, 33, 15, 9, 13	true	true	0-8	3	water	tiger	pisces	HotPink	LightSalmon	SHARP AQUOS LC-52XD1E	brown	brown	light	bird	true	21-31	false	false	1-3	41	Suzuki	country, dance-electronica, blues, ethnic-folk, jazz	linux	samsung	avea	D&G	Beylikdüzü	silah	false	false	false	false	true	male	3-4/week	dont know	true	16	yes	no	running	1	500-999	0	20-49	false	false	true	true	true	false	false	false	false	false	500-999	local	true	true	6	0-5
Nacogdoches	Cameroon	1/3/1995	02019	4	Divorced	Accounting	11	false	true	Aliquam@dui.ca	49, 41, 27, 15, 47	true	true	9-17	4	fire	snake	scorpio	FireBrick, LightCyan, Aquamarine, PapayaWhip, Darkorange	CadetBlue	TOSHIBA REGZA 47HL167	auburn	blue	black	dog	false	1-3	true	false	4-8	62	Cadillac	ethnic-folk, reggae, world, blues	windows	htc	vodafone	Seiko	Bayrampa&#351;a	avrat	true	false	false	false	true	male	once per 15 days	maybe	true	11	no	yes	running, cycling, fitness, weight training, tennis	6	5000-9999	10000+	1-4	true	true	true	false	true	true	true	true	true	true	0	global	false	false	10	15-45
Connellsville	Guinea	19/8/1978	41640	9	Married	Research and Development	37	false	false	sit.amet.orci@dictumeleifendnunc.com	23, 1, 9, 39, 41	true	false	63-71	3	earth	tiger	taurus	Maroon	Teal	PHILIPS CINEOS 42PFL7662D	black	gray	light	dog	true	0	true	true	16-49	46	Lamborghini	classical, world, alternative	linux	blackberry	turkcell	Lacoste	Esenler	silah	false	true	true	false	true	male	once per 15 days	yes sure	true	12	no	no	tennis, walking, weight training, golf, fitness	7	500-999	1000-2499	5-9	false	true	true	true	true	false	false	false	true	true	2500-4999	none	false	true	6	15-45
West Springfield	Kiribati	5/4/1939	72290	7	Divorced	Research and Development	97	true	false	Sed.eu.nibh@malesuadafringilla.edu	49, 5, 43, 41, 39	true	false	0-8	3	earth	rat	sagittarius	SteelBlue, MidnightBlue, MediumVioletRed, LightGoldenRodYellow	MediumTurquoise	Sharp AQUOS LC-46HD1E	red	red-violet	brown	cat	false	0	false	false	0	37	Dodge	country, rock, hiphop, r&b-soul, funk	windows	lg	vodafone	Luminox	Sultangazi	silah	false	true	true	false	true	female	twice a day	dont know	false	20	no	yes	running, cycling, fitness, walking	2	100-499	10000+	0	true	false	false	true	false	true	true	true	false	false	0	none	false	false	5	5-15
LaGrange	Cameroon	9/9/1944	94181	5	Single	Customer Relations	37	true	false	massa.Vestibulum@magnaLorem.edu	21, 23, 11, 13, 7	true	false	9-17	10	metal	rat	capricorn	MediumPurple, ForestGreen	LightBlue	PHILIPS CINEOS 47PFL9632D	red	gray	olive	bird	false	21-31	true	false	1-3	47	Ford	rock, hiphop, alternative	windows	siemens	avea	Swiss Eagle	Gaziosmanpa&#351;a	avrat	false	true	true	true	true	female	not applicable	maybe	true	1	no	no		1	100-499	1000-2499	10-19	false	true	false	false	true	true	true	false	false	false	0	none	true	false	6	45+
Gallup	Netherlands Antilles	21/12/1952	86107	5	Married	Public Relations	37	false	true	nonummy.Fusce.fermentum@ornaresagittisfelis.ca	15, 41, 39, 49, 7	true	true	72-80	8	water	rooster	gemini	PeachPuff	DarkSlateGray	TOSHIBA REGZA 37X3030D	black	green	light	dog	true	1-3	false	true	1-3	31	Ford		windows	sony-ericsson	vodafone	Shark	Beykoz	silah	true	false	true	false	true	female	once a month	maybe	false	14	yes	no	cycling	1	1000-4999	500-999	5-9	false	false	false	true	false	true	true	false	true	true	0	none	true	false	9	15-45
Oro Valley	Comoros	14/9/1935	47349	10	Married	Advertising	53	false	true	in.magna.Phasellus@velitCraslorem.ca	1, 7, 43, 37, 11	true	true	72-80	10	metal	monkey	cancer	OliveDrab	LavenderBlush	PANASONIC VIERA TH-50PZ750U	brown	brown	medium	dog	false	15-20	false	true	4-8	117	General Motors	funk, r&b-soul	mac-os x	siemens	turkcell	Zodiac	Sultangazi	avrat	false	true	false	true	false	female	once a week	maybe	false	1	yes	no	running, cycling	2	10000+	500-999	0	false	false	true	true	false	true	true	false	true	false	5000-9999	none	true	true	6	15-45
Fredericksburg	Burkina Faso	5/4/1942	14362	2	Single	Public Relations	29	false	true	massa.non.ante@luctuset.ca	3, 1, 15, 5, 33	false	true	63-71	10	earth	monkey	aquarius	PeachPuff, DimGray, LightSlateGrey, Teal	DarkGoldenRod	PHILIPS CINEOS 42PFL9732D	red	brown	fair	cat	true	4-8	false	true	16-49	37	Subaru 	world, ethnic-folk, classical	windows	samsung	turkcell	Pulsar	Ba&#287;c&#305;lar	at	true	false	false	false	false	female	once per 15 days	maybe	true	16	yes	no	swimming, weight training, running, fitness	1	10000+	500-999	10-19	false	false	true	false	false	false	true	true	true	false	0	none	true	true	2	0-5
Sandy	France	19/11/1930	87524	8	Common-Law	Customer Relations	31	true	false	et.nunc.Quisque@vel.ca	45, 19, 1, 7, 11	true	false	63-71	1	fire	dragon	scorpio	Olive, DarkGray, Darkorange, Beige	SteelBlue	Sharp AQUOS LC-37HD1E	auburn	hazel	fair	dog	false	0	false	false	0	115	Cadillac	world, rock	linux	samsung	avea	Pulsar	Eyüp	at	true	false	true	false	true	male	not applicable	maybe	true	6	no	yes	football, walking, cycling	4	100-499	2500-4999	10-19	true	true	true	true	false	false	true	true	false	true	0	local	true	true	8	45+
Michigan City	Belarus	27/7/1979	53457	4	Divorced	Finances	5	false	false	pharetra.sed@disparturient.com	37, 41, 9, 11, 29	false	false	24-35	1	water	dog	capricorn	DimGray, MintCream	DarkSlateGray	Sharp AQUOS LC-46HD1E	chestnut	brown	brown	bird	false	21-31	true	true	4-8	85	Porsche	dance-electronica, ethnic-folk, hiphop, country	linux	lg	vodafone	Disney	Beyo&#287;lu	avrat	true	false	false	true	true	female	once a week	dont know	true	11	no	no	cycling	3	1000-4999	10000+	5-9	true	true	false	true	false	true	false	false	true	true	2500-4999	none	true	true	3	15-45
Overland Park	Kazakhstan	16/11/1988	28398	1	Divorced	Accounting	37	true	true	Donec.felis@malesuada.edu	45, 3, 9, 41, 47	true	false	9-17	5	fire	ox	virgo	GhostWhite, Moccasin, HoneyDew, DarkMagenta	Maroon	SONY BRAVIA KDL-40W2000	black	red-violet	olive	dog	false	15-20	true	true	100-499	91	Cadillac	alternative, rock, pop, funk, ethnic-folk	windows	blackberry	avea	Calvin Klein	Kartal	silah	true	true	false	true	true	female	twice a day	maybe	false	5	no	yes	running	8	1000-4999	2500-4999	5-9	true	true	true	false	true	true	false	true	true	true	2500-4999	local	false	false	9	45+
Franklin	Uzbekistan	2/3/1945	65689	2	Single	Tech Support	83	true	true	ac@sitamet.ca	21, 3, 39, 25, 29	true	false	24-35	1	fire	sheep	gemini	Indigo, LightCyan	LightYellow	PHILIPS CINEOS 42PFL9732D	auburn	amber	medium	dog	false	4-8	true	true	9-15	43	Lamborghini	reggae, jazz, classical	mac-os x	lg	turkcell	Boss	Çekmeköy	silah	false	false	true	false	false	female	daily once	yes sure	false	11	yes	yes	golf, weight training, fitness, running	1	1000-4999	0	20-49	true	false	true	false	false	true	true	false	false	false	2500-4999	none	false	false	2	0-5
Princeton	Bosnia and Herzegovina	3/12/1986	45717	6	Common-Law	Legal Department	73	true	true	mattis@auguemalesuadamalesuada.org	3, 45, 23, 25, 1	false	true	18-23	4	wood	horse	aries	BlanchedAlmond, OrangeRed, SlateGray	LightSlateGray	PHILIPS CINEOS 47PFL5432D	blond	green	black	bird	true	9-14	true	false	100-499	57	Chevrolet	alternative, pop, dance-electronica, hiphop, rock	linux	lg	vodafone	Swatch	Ümraniye	avrat	true	true	false	false	true	female	once a week	dont know	true	13	no	yes	tennis, squash, weight training	1	0	500-999	5-9	false	false	false	true	true	true	true	true	true	false	1000-2499	local	true	false	1	0-5
Wausau	Sri Lanka	9/8/1956	21839	8	Married	Media Relations	71	false	true	magna.tellus.faucibus@vitae.com	37, 27, 25, 33, 23	true	false	9-17	8	wood	rat	gemini	Tomato, PapayaWhip, Chartreuse, CornflowerBlue, LightGray	Khaki	SAMSUNG TUL&#304;P LE-40M86BD	chestnut	green	medium	dog	false	4-8	false	false	0	94	Chevrolet	pop, rock	linux	motorola	avea	Diesel	Ata&#351;ehir	avrat	false	false	false	false	false	male	twice a day	dont know	false	18	no	no		1	5000-9999	5000-9999	0	false	false	true	false	false	false	false	true	false	true	500-999	local	false	true	2	15-45
Sitka	Poland	24/1/1945	01208	9	Married	Payroll	67	true	true	justo@ornaretortor.com	29, 49, 43, 33, 19	false	true	24-35	9	wood	dragon	capricorn	Maroon, CadetBlue, Cornsilk, Khaki, Grey	Lavender	PANASON&#304;C VIERA TH-50PZ700U	gray-white	red-violet	medium	bird	false	21-31	false	true	9-15	70	Dodge	blues, hiphop, r&b-soul	mac-os x	nokia	avea	Hugo Boss	Sancaktepe	silah	false	false	false	true	false	female	daily once	maybe	true	4	no	no	squash, tennis	1	0	0	1-4	false	false	true	false	true	false	true	true	false	true	0	none	false	true	3	15-45
Sacramento	Heard Island and Mcdonald Islands	2/10/1970	86175	5	Divorced	Human Resources	43	true	false	sem@mollisduiin.com	7, 49, 39, 45, 23	true	false	9-17	10	wood	pig	cancer	DarkGrey, DarkSlateGrey	Beige	TOSHIBA REGZA 47WLT66	chestnut	gray	black	cat	true	1-3	true	true	16-49	66	Subaru 		mac-os x	samsung	avea	Zodiac	Ba&#351;ak&#351;ehir	at	true	true	false	true	false	male	daily once	yes sure	false	3	yes	yes		1	1-99	0	5-9	false	false	true	true	false	false	false	false	true	false	500-999	local	false	true	2	45+
Wausau	Sri Lanka	1/11/1965	65504	4	Common-Law	Public Relations	13	true	false	imperdiet.ornare@accumsanlaoreet.org	35, 47, 27, 37, 15	true	true	0-8	6	fire	rat	aries		SaddleBrown	JVC LT-47X788	chestnut	red-violet	light	bird	false	4-8	true	false	1-3	120	Buick	dance-electronica, r&b-soul, alternative	linux	samsung	vodafone	Tommy Hilfiger	&#350;ile	at	true	true	false	false	true	male	twice a day	yes sure	false	9	yes	no	swimming, weight training	7	5000-9999	500-999	0	false	false	true	false	true	false	true	true	true	false	1000-2499	global	true	true	3	15-45
Victoria	Uzbekistan	17/7/1988	15333	10	Married	Advertising	11	false	false	quis.accumsan.convallis@habitant.org	33, 49, 37, 25, 3	false	false	9-17	8	wood	rabbit	scorpio	Peru	ForestGreen	PHILIPS CINEOS 52PFL9632D	chestnut	gray	black	cat	false	4-8	true	true	0	102	BMW		mac-os x	siemens	avea	Braun	Ata&#351;ehir	avrat	false	false	false	false	false	female	once a week	dont know	true	19	no	yes	fishing, football, swimming, walking, tennis	7	10000+	5000-9999	10-19	false	false	false	true	false	true	true	false	true	false	1000-2499	local	true	false	4	45+
Columbia	Israel	21/1/1985	25679	5	Single	Customer Relations	83	true	false	Donec@consectetuercursus.ca	13, 15, 5, 23, 25	true	false	18-23	2	water	dragon	virgo	FloralWhite, MediumTurquoise, Wheat, Olive, Maroon	LimeGreen	SHARP AQUOS LC-42XD1E	brown	gray	medium	bird	false	4-8	false	false	50-99	89	Porsche	blues, hiphop, alternative, pop, jazz	linux	motorola	avea	Diesel	Tuzla	silah	false	true	false	true	false	male	once per 15 days	dont know	true	6	no	no		4	100-499	0	10-19	false	false	true	false	false	false	false	false	true	true	500-999	global	false	false	5	15-45
Baytown	Western Sahara	8/2/1950	68779	1	Single	Sales and Marketing	71	false	true	vitae.mauris@Etiam.ca	31, 13, 21, 5, 23	true	true	24-35	3	earth	monkey	capricorn	OrangeRed, Blue, MintCream, LightCoral, LawnGreen	Turquoise	TOSHIBA REGZA 1080p HDMI 1.2 FULL HD LCD TV	auburn	gray	black	dog	true	9-14	true	true	100-499	81	Acura	funk, world, rock, jazz, classical	mac-os x	apple	avea	Speedo	Sancaktepe	at	false	true	false	false	true	male	once a week	dont know	false	19	yes	yes	fishing, golf, running, cycling	3	1000-4999	0	5-9	false	false	false	true	false	true	false	true	false	false	2500-4999	global	true	true	4	15-45
Laguna Niguel	Bermuda	7/1/1945	00889	1	Common-Law	Public Relations	53	false	false	vitae@sed.org	11, 13, 15, 29, 25	false	true	18-23	7	fire	dog	cancer		Cyan	SAMSUNG TUL&#304;P LE-37M86BD	gray-white	green	medium	cat	true	1-3	true	true	9-15	82	BMW	rock, country, r&b-soul, dance-electronica, blues	windows	siemens	avea	Adidas	Fatih	avrat	false	true	true	false	false	male	once a month	yes sure	false	20	yes	no	swimming, cycling, fishing, golf	2	100-499	0	10-19	true	false	true	false	true	false	false	true	false	false	0	global	true	false	1	15-45
Davenport	Barbados	26/1/1934	39684	2	Divorced	Sales and Marketing	5	false	false	Duis@dictumaugue.com	9, 45, 49, 33, 19	false	false	18-23	2	fire	dragon	taurus		DarkGoldenRod	SHARP AQUOS LC-42XD1E	chestnut	amber	light	dog	false	1-3	false	false	16-49	106	Lamborghini		windows	sony-ericsson	turkcell	Boss	Silivri	silah	false	true	false	false	false	female	3-4/week	yes sure	true	3	no	no	golf	5	5000-9999	0	10-19	true	true	false	false	false	false	true	true	true	false	500-999	local	false	false	7	0-5
Rancho Palos Verdes	Austria	16/12/1958	53708	2	Single	Customer Service	5	true	false	sed.dui.Fusce@vestibulumneque.ca	21, 25, 7, 13, 3	true	true	54-62	9	wood	ox	leo		Khaki	PHILIPS CINEOS 47PF9441D	chestnut	gray	medium	cat	true	9-14	true	false	16-49	81	Acura	ethnic-folk, r&b-soul, hiphop, reggae	linux	samsung	turkcell	Adidas	&#350;i&#351;li	silah	true	false	true	false	false	male	daily once	maybe	true	6	yes	no	tennis, fitness, fishing, swimming, golf	2	5000-9999	0	0	false	true	true	false	true	true	false	false	false	false	1000-2499	global	true	true	1	45+
Bethlehem	Western Sahara	15/7/1956	26893	8	Common-Law	Finances	47	true	false	cubilia@utlacus.ca	9, 25, 3, 35, 5	true	true	63-71	9	wood	ox	taurus	LightSlateGrey, SlateGrey	SeaShell	PANASONIC VIERA TH-58PZ750U	auburn	red-violet	black	cat	true	9-14	false	false	1-3	97	Honda	pop, funk, world	windows	nokia	turkcell	Bering	Sultangazi	at	true	false	true	false	false	male	twice a day	yes sure	false	14	yes	yes	walking	2	5000-9999	10000+	5-9	false	false	true	true	false	true	false	false	false	false	0	global	false	false	3	0-5
GuÃ¡nica	El Salvador	24/1/1988	49566	8	Divorced	Customer Relations	1	false	true	at@eumetusIn.ca	15, 9, 27, 43, 23	false	true	9-17	2	wood	pig	gemini	LightCyan, Thistle, Sienna	MintCream	SHARP AQUOS LC-52XL1E	chestnut	gray	brown	bird	false	15-20	false	true	9-15	97	Mercedes-Benz	reggae, r&b-soul, alternative	mac-os x	blackberry	avea	Swiss Eagle	Maltepe	at	true	true	true	true	true	female	once a week	maybe	true	15	no	no	golf	3	0	5000-9999	10-19	true	false	true	true	false	false	false	false	true	false	500-999	local	false	true	6	15-45
Elkhart	Djibouti	9/8/1983	81331	6	Common-Law	Accounting	53	true	true	lacus.Nulla@quisdiam.ca	15, 19, 21, 33, 3	true	false	24-35	1	water	rabbit	leo	DimGrey, ForestGreen, Thistle, Coral, DarkCyan	YellowGreen	PHILIPS CINEOS 52PFL9632D	black	amber	light	dog	false	21-31	false	false	4-8	84	Audi	ethnic-folk, blues, dance-electronica, world	linux	apple	avea	Converse	Sar&#305;yer	at	true	false	true	true	true	female	not applicable	maybe	true	18	no	no	running, cycling, weight training, golf, squash	8	1000-4999	5000-9999	0	false	true	false	true	true	false	true	true	true	true	500-999	local	false	false	1	15-45
Helena	Slovenia	12/1/1996	09282	10	Divorced	Human Resources	71	false	false	faucibus.leo.in@tempusloremfringilla.ca	47, 41, 33, 11, 23	false	false	36-44	8	earth	rabbit	gemini	LightSalmon, LightPink	DimGrey	JVC LT-42X788	gray-white	blue	light	bird	false	0	false	false	1-3	82	Mercedes-Benz	ethnic-folk, country, funk, pop, blues	mac-os x	htc	turkcell	Versace	Maltepe	avrat	true	true	false	false	true	male	not applicable	yes sure	true	1	yes	no	golf, swimming, cycling	1	500-999	500-999	10-19	true	false	true	true	true	false	true	true	false	false	2500-4999	none	true	false	7	15-45
Pueblo	Kazakhstan	27/12/1935	57763	10	Married	Public Relations	37	true	false	nunc.ullamcorper.eu@sit.ca	17, 25, 47, 13, 23	true	true	9-17	3	metal	ox	aquarius	SlateBlue	Salmon	TOSHIBA REGZA 47X3030D	red	gray	medium	dog	false	4-8	false	false	100-499	55	Subaru 	reggae	windows	blackberry	turkcell	Seiko	Kad&#305;köy	avrat	true	false	true	false	true	male	once a month	maybe	false	12	yes	yes	squash, running, walking, golf, football	4	1000-4999	5000-9999	20-49	true	true	true	true	true	false	true	false	true	false	0	none	false	false	6	5-15
Natchitoches	Namibia	11/7/1975	09727	2	Common-Law	Asset Management	83	false	false	sit@auctorvitae.com	3, 43, 15, 9, 39	false	false	0-8	4	fire	pig	leo	PowderBlue, PapayaWhip, Beige	Linen	LG 47LF65	gray-white	brown	olive	bird	false	9-14	true	false	100-499	120	BMW	alternative, pop, blues, hiphop	mac-os x	apple	avea	Victorinox	Üsküdar	avrat	true	false	true	true	true	male	once a month	maybe	false	14	yes	yes	squash, walking, golf, cycling	7	5000-9999	500-999	5-9	true	true	true	true	true	false	false	true	true	true	2500-4999	local	false	true	4	15-45
Redondo Beach	Nepal	18/7/1939	19954	7	Married	Advertising	71	true	false	magna@consectetuermaurisid.ca	17, 23, 43, 41, 15	false	false	18-23	10	metal	sheep	capricorn	DeepSkyBlue, LightGray	SkyBlue	SONY KDL BRAVIA 40X3500	red	red-violet	olive	cat	false	0	false	true	16-49	39	Hummer	country	linux	sony-ericsson	vodafone	Philippe Starck	Silivri	silah	false	true	true	false	false	male	3-4/week	dont know	true	5	yes	no	squash	6	100-499	5000-9999	10-19	true	true	true	false	true	true	true	false	true	true	5000-9999	none	true	true	6	5-15
Pomona	Iceland	21/3/1977	15446	10	Common-Law	Tech Support	59	true	false	cursus.non.egestas@elementumlorem.ca	43, 1, 7, 19, 39	false	true	63-71	10	earth	horse	leo	Magenta	LightGray	TOSHIBA REGZA 47X3030D	red	amber	medium	dog	false	21-31	false	true	9-15	59	Chevrolet	r&b-soul, world, reggae, blues, dance-electronica	windows	sony-ericsson	turkcell	Timberland	Zeytinburnu	at	true	true	false	true	true	male	once a week	yes sure	true	12	yes	yes		1	5000-9999	5000-9999	20-49	false	false	false	false	false	true	false	true	false	true	2500-4999	global	false	false	1	5-15
Sugar Land	Cambodia	28/7/1973	21449	2	Married	Sales and Marketing	13	false	true	laoreet.ipsum@dui.ca	23, 29, 19, 1, 17	false	false	9-17	9	fire	monkey	scorpio	MistyRose, DarkOliveGreen	Chocolate	LG 47LY95	brown	red-violet	olive	bird	false	9-14	false	true	9-15	31	Chrysler	ethnic-folk	windows	motorola	avea	Bering	Gaziosmanpa&#351;a	silah	true	false	false	false	true	female	daily once	yes sure	true	11	no	yes	golf	2	10000+	0	5-9	true	true	true	false	true	true	true	false	true	true	5000-9999	global	false	false	4	15-45
La Puente	Yemen	23/5/1944	91532	5	Divorced	Accounting	31	false	true	malesuada.Integer.id@etmagnis.ca	7, 41, 49, 31, 23	false	false	54-62	3	metal	dog	leo	YellowGreen, PeachPuff	ForestGreen	TOSHIBA REGZA 42LX177	blond	amber	brown	bird	true	0	false	true	100-499	36	Suzuki		windows	siemens	avea	Royal London	Beykoz	silah	true	false	false	true	false	female	once a week	maybe	true	13	yes	yes	tennis, swimming, fishing, walking	5	1-99	2500-4999	10-19	false	true	true	false	true	true	false	false	false	true	500-999	global	true	false	5	45+
